speed,angle,image
0,0,image1.jpg
0.0,0.0,image2.jpg
0.00909098237753,0.0,image3.jpg
0.310511052608,0.0,image4.jpg
0.310511052608,0.0,image5.jpg
0.381885796785,0.0,image6.jpg
0.381885796785,0.0,image7.jpg
0.381885796785,0.0,image8.jpg
0.383871138096,-0.0224342420697,image9.jpg
0.385856449604,-0.032261248678,image10.jpg
0.385856449604,-0.032261248678,image11.jpg
0.385856449604,-0.032261248678,image12.jpg
0.385856449604,-0.032261248678,image13.jpg
0.385856449604,-0.032261248678,image14.jpg
0.385856449604,-0.032261248678,image15.jpg
0.373963832855,-0.0264589712024,image16.jpg
0.373963832855,-0.0264589712024,image17.jpg
0.369993239641,-0.0474343895912,image18.jpg
0.369993239641,-0.126146167517,image19.jpg
0.369993239641,-0.126146167517,image20.jpg
0.369993239641,-0.397787898779,image21.jpg
0.369993239641,-0.397787898779,image22.jpg
0.371978551149,-0.366312593222,image23.jpg
0.369993239641,-0.0611753389239,image24.jpg
0.369993239641,-0.0611753389239,image25.jpg
0.371978551149,-0.0266001187265,image26.jpg
0.371978551149,-0.0266001187265,image27.jpg
0.371978551149,-0.0266001187265,image28.jpg
0.369993239641,-0.01640333049,image29.jpg
0.369993239641,-0.01640333049,image30.jpg
0.369993239641,-0.01640333049,image31.jpg
0.369993239641,-0.01640333049,image32.jpg
0.369993239641,-0.01640333049,image33.jpg
0.369993239641,-0.01640333049,image34.jpg
0.369993239641,-0.01640333049,image35.jpg
0.369993239641,-0.01640333049,image36.jpg
0.369993239641,-0.01640333049,image37.jpg
0.369993239641,-0.01640333049,image38.jpg
0.369993239641,-0.01640333049,image39.jpg
0.369993239641,-0.01640333049,image40.jpg
0.369993239641,-0.01640333049,image41.jpg
0.369993239641,-0.01640333049,image42.jpg
0.369993239641,-0.01640333049,image43.jpg
0.369993239641,-0.01640333049,image44.jpg
0.369993239641,-0.01640333049,image45.jpg
0.369993239641,-0.01640333049,image46.jpg
0.369993239641,-0.01640333049,image47.jpg
0.356115341187,-0.00986766815186,image48.jpg
0.356115341187,-0.00986766815186,image49.jpg
0.356115341187,-0.00986766815186,image50.jpg
0.356115341187,-0.00986766815186,image51.jpg
0.356115341187,-0.00986766815186,image52.jpg
0.356115341187,-0.00986766815186,image53.jpg
0.405690252781,-0.00236292765476,image54.jpg
0.405690252781,-0.00236292765476,image55.jpg
0.405690252781,-0.00236292765476,image56.jpg
0.405690252781,-0.00236292765476,image57.jpg
0.405690252781,-0.00236292765476,image58.jpg
0.405690252781,-0.00236292765476,image59.jpg
0.405690252781,-0.00236292765476,image60.jpg
0.405690252781,-0.00236292765476,image61.jpg
0.405690252781,-0.00236292765476,image62.jpg
0.405690252781,0.0,image63.jpg
0.405690252781,0.0,image64.jpg
0.405690252781,0.0,image65.jpg
0.405690252781,0.0,image66.jpg
0.405690252781,0.0,image67.jpg
0.405690252781,0.0,image68.jpg
0.405690252781,0.0,image69.jpg
0.405690252781,0.0,image70.jpg
0.405690252781,0.0,image71.jpg
0.354130059481,0.0,image72.jpg
0.354130059481,0.0,image73.jpg
0.324388921261,0.0,image74.jpg
0.324388921261,0.0,image75.jpg
0.324388921261,0.0,image76.jpg
0.346188783646,0.0,image77.jpg
0.35214471817,0.0,image78.jpg
0.35214471817,0.0,image79.jpg
0.358100652695,0.0,image80.jpg
0.358100652695,0.0,image81.jpg
0.358100652695,0.0,image82.jpg
0.369993239641,0.0,image83.jpg
0.369993239641,0.0,image84.jpg
0.369993239641,0.0,image85.jpg
0.381885796785,0.0,image86.jpg
0.385856449604,0.00578042026609,image87.jpg
0.385856449604,0.00578042026609,image88.jpg
0.385856449604,0.0157290752977,image89.jpg
0.385856449604,0.00578042026609,image90.jpg
0.385856449604,0.00578042026609,image91.jpg
0.385856449604,0.00578042026609,image92.jpg
0.399734318256,0.00239813444205,image93.jpg
0.399734318256,0.00239813444205,image94.jpg
0.441387295723,0.162725538015,image95.jpg
0.441387295723,0.162725538015,image96.jpg
0.441387295723,0.179590478539,image97.jpg
0.441387295723,0.140120834112,image98.jpg
0.441387295723,0.123051024973,image99.jpg
0.441387295723,0.123051024973,image100.jpg
0.441387295723,0.10593546927,image101.jpg
0.441387295723,0.0887306779623,image102.jpg
0.441387295723,0.0887306779623,image103.jpg
0.441387295723,0.0887306779623,image104.jpg
0.401719629765,0.0722070112824,image105.jpg
0.401719629765,0.0722070112824,image106.jpg
